"UNIQUE_ID","DSGN_CYCLE","COMID","SITE_ID"
"NRS_TX-10170","2013-14","1270480","TXS9-0940"
"NRS_TX-10179","2013-14","5276000","TXLS-1115"
"NRS_TX-10181","2013-14","5712857","TXLS-1117"
"NRS_TX-10182","2013-14","5489923","TXLS-1118"
"NRS_TX-10183","2013-14","1017911","TXLS-1119"
"NRS_TX-10184","2013-14","1623065","TXLS-1120"
"NRS_TX-10187","2013-14","5576097","TXLS-1123"
"NRS_TX-10195","2013-14","4452078","TXLS-1131"
"NRS_TX-10196","2013-14","1631151","TXLS-1132"
"NRS_TX-10197","2013-14","5761713","TXLS-1133"
"NRS_TX-10198","2013-14","5741616","TXLS-1134"
"NRS_TX-10103","2013-14","1487834","TXR9-0907"
"NRS_TX-10108","2013-14","3168810","TXR9-0909"
"NRS_TX-10109","2013-14","10836112","TXR9-0910"
"NRS_TX-10111","2013-14","5278682","TXS9-0929"
"NRS_TX-10112","2013-14","3211095","TXR9-0911"
"NRS_TX-10116","2013-14","319389","TXR9-0912"
"NRS_TX-10119","2013-14","4452826","TXR9-0914"
"NRS_TX-10121","2013-14","5654694","TXR9-0915"
"NRS_TX-10123","2013-14","8330778","TXR9-0916"
"NRS_TX-10124","2013-14","10893209","TXR9-0917"
"NRS_TX-10125","2013-14","5513784","TXR9-0918"
"NRS_TX-10219","2013-14","10893277","TXRM-1021"
"NRS_TX-10199","2013-14","291315","TXRM-1001"
"NRS_TX-10200","2013-14","5555488","TXRM-1002"
"NRS_TX-10202","2013-14","5501770","TXRM-1004"
"NRS_TX-10204","2013-14","5728831","TXRM-1006"
"NRS_TX-10208","2013-14","1638519","TXRM-1010"
"NRS_TX-10209","2013-14","5656432","TXRM-1011"
"NRS_TX-10213","2013-14","5544086","TXRM-1015"
"NRS_TX-10214","2013-14","5275740","TXRM-1016"
"NRS_TX-10215","2013-14","309175","TXRM-1017"
"NRS_TX-10216","2013-14","5559402","TXRM-1018"
"NRS_TX-10218","2013-14","5727563","TXRM-1020"
"NRS_TX-10221","2013-14","5593122","TXRO-1074"
"NRS_TX-10225","2013-14","5717770","TXRO-1078"
"NRS_TX-10226","2013-14","13700209","TXRO-1079"
"NRS_TX-10227","2013-14","1152235","TXRO-1080"
"NRS_TX-10228","2013-14","2569396","TXRO-1081"
"NRS_TX-10229","2013-14","1305645","TXRO-1082"
"NRS_TX-10232","2013-14","5769763","TXRO-1085"
"NRS_TX-10235","2013-14","19983940","TXSS-1205"
"NRS_TX-10236","2013-14","5559270","TXSS-1206"
"NRS_TX-10239","2013-14","13766755","TXSS-1209"
"NRS_TX-10240","2013-14","5588654","TXSS-1210"
"NRS_TX-10245","2013-14","1150509","TXSS-1215"
"NRS_TX-10270","2013-14","1292128","TXSS-1240"
"NRS_TX-10273","2013-14","1042471","TXSS-1243"
"NRS_UT-10241","2013-14","1400514","UTR9-0901"
"NRS_UT-10242","2013-14","4877993","UTS9-0927"
"NRS_UT-10243","2013-14","7880802","UTR9-0902"
"NRS_UT-10247","2013-14","10092062","UTR9-0903"
"NRS_UT-10248","2013-14","10807861","UTR9-0904"
"NRS_UT-10249","2013-14","2521584","UTR9-0905"
"NRS_UT-10250","2013-14","3380831","UTR9-0906"
"NRS_UT-10253","2013-14","3910469","UTR9-0907"
"NRS_UT-10259","2013-14","3199328","UTS9-0928"
"NRS_UT-10260","2013-14","18264667","UTS9-0929"
"NRS_TX-10246","2013-14","1260147","TXSS-1216"
"NRS_TX-10254","2013-14","1259243","TXSS-1224"
"NRS_TX-10259","2013-14","1654787","TXSS-1229"
"NRS_TX-10262","2013-14","1260385","TXSS-1232"
"NRS_UT-10327","2013-14","4894113","UTLS-1059"
"NRS_UT-10329","2013-14","10349320","UTLS-1061"
"NRS_UT-10330","2013-14","10026504","UTLS-1062"
"NRS_UT-10331","2013-14","3379047","UTRM-1001"
"NRS_UT-10332","2013-14","3379103","UTRM-1002"
"NRS_UT-10336","2013-14","3897907","UTRM-1006"
"NRS_UT-10338","2013-14","10024050","UTRM-1008"
"NRS_UT-10339","2013-14","1400484","UTRM-1009"
"NRS_UT-10262","2013-14","3906449","UTS9-0930"
"NRS_UT-10268","2013-14","10024662","UTS9-0931"
"NRS_UT-10286","2013-14","1169814","UTS9-0932"
"NRS_UT-10326","2013-14","3896193","UTLS-1058"
"NRS_VA-10083","2013-14","6907937","VAR9-0903"
"NRS_VA-10084","2013-14","8467041","VAS9-0915"
"NRS_VA-10085","2013-14","8710665","VAR9-0904"
"NRS_VA-10086","2013-14","9244000","VAS9-0916"
"NRS_VA-10087","2013-14","5908303","VAR9-0905"
"NRS_VA-10088","2013-14","8551281","VAS9-0917"
"NRS_VA-10090","2013-14","6884076","VAS9-0918"
"NRS_UT-10341","2013-14","10817822","UTRO-1032"
"NRS_UT-10344","2013-14","10807699","UTRO-1035"
"NRS_UT-10345","2013-14","11980969","UTRO-1036"
"NRS_UT-10346","2013-14","11985545","UTRO-1037"
"NRS_UT-10348","2013-14","3276991","UTSS-1100"
"NRS_UT-10355","2013-14","10809609","UTSS-1107"
"NRS_UT-10358","2013-14","3906609","UTSS-1110"
"NRS_VA-10079","2013-14","14640373","VAR9-0901"
"NRS_VA-10082","2013-14","8711895","VAR9-0902"
"NRS_VA-10124","2013-14","5907147","VARS11-139"
"NRS_VA-10125","2013-14","8651714","VARS11-151"
"NRS_VA-10091","2013-14","8550019","VAR9-0906"
"NRS_VA-10095","2013-14","6910095","VAS9-0919"
"NRS_VA-10096","2013-14","8476388","VAS9-0920"
"NRS_VA-10099","2013-14","8520617","VAS9-0921"
"NRS_VA-10103","2013-14","8626169","VAR9-0911"
"NRS_VA-10119","2013-14","4508862","VARS11-111"
"NRS_VA-10120","2013-14","8719435","VARS11-112"
"NRS_VA-10121","2013-14","6885954","VARS11-113"
"NRS_VA-10122","2013-14","8493582","VARS11-129"
"NRS_VA-10123","2013-14","6887202","VARS11-131"
"NRS_VT-10122","2013-14","4573745","VTRS-1005"
"NRS_VT-10123","2013-14","10312346","VTRS-1006"
"NRS_VA-10126","2013-14","8695255","VARS11-152"
"NRS_VA-10127","2013-14","8440243","VARS11-153"
"NRS_VA-10128","2013-14","8523899","VARS11-163"
"NRS_VA-10129","2013-14","8724035","VARS11-169"
"NRS_VA-10130","2013-14","8648996","VARS11-181"
"NRS_VT-10098","2013-14","9332550","VTR9-0901"
"NRS_VT-10099","2013-14","6083645","VTS9-0909"
"NRS_VT-10100","2013-14","10102618","VTS9-0910"
"NRS_VT-10101","2013-14","6084477","VTR9-0902"
"NRS_VT-10102","2013-14","10294286","VTS9-0911"
"NRS_VT-10105","2013-14","6084609","VTR9-0904"
"NRS_VT-10124","2013-14","4577370","VTRS-1007"
"NRS_VT-10125","2013-14","10103730","VTRS-1008"
"NRS_VT-10126","2013-14","4593055","VTRS-1009"
"NRS_VT-10127","2013-14","6088661","VTRS-1010"
"NRS_VT-10128","2013-14","4586304","VTRS-1011"
"NRS_VT-10129","2013-14","10102132","VTRS-1012"
"NRS_VT-10130","2013-14","22221657","VTRS-1013"
"NRS_VT-10131","2013-14","6083869","VTRS-1061"
"NRS_WA-10319","2013-14","24505412","WAS9-0915"
"NRS_WA-10320","2013-14","23990765","WAS9-0916"
"NRS_WA-10325","2013-14","24120694","WAR9-0901"
"NRS_VT-10113","2013-14","4571103","VTS9-0917"
"NRS_VT-10119","2013-14","6083595","VTRS-1002"
"NRS_VT-10120","2013-14","4573773","VTRS-1003"
"NRS_VT-10121","2013-14","4599843","VTRS-1004"
"NRS_WA-10330","2013-14","23638212","WAR9-0904"
"NRS_WA-10331","2013-14","23744510","WAS9-0918"
"NRS_WA-10332","2013-14","23963105","WAR9-0905"
"NRS_WA-10336","2013-14","23865256","WAS9-0919"
"NRS_WA-10339","2013-14","23963013","WAR9-0907"
"NRS_WA-10340","2013-14","24520650","WAS9-0920"
"NRS_WA-10341","2013-14","24256029","WAS9-0921"
"NRS_WA-10342","2013-14","23099594","WAR9-0908"
"NRS_WA-10326","2013-14","24232992","WAR9-0902"
"NRS_WA-10327","2013-14","24270440","WAR9-0903"
"NRS_WA-10328","2013-14","23099900","WAS9-0917"
"NRS_WA-10384","2013-14","24125231","WALS-1070"
"NRS_WA-10386","2013-14","23856993","WALS-1072"
"NRS_WA-10387","2013-14","23046291","WALS-1073"
"NRS_WA-10388","2013-14","24125787","WARM-1001"
"NRS_WA-10389","2013-14","23057914","WARM-1002"
"NRS_WA-10390","2013-14","23442005","WARM-1003"
"NRS_WA-10391","2013-14","23449533","WARM-1004"
"NRS_WA-10392","2013-14","23057624","WARM-1005"
"NRS_WA-10343","2013-14","23970181","WAR9-0909"
"NRS_WA-10345","2013-14","24382869","WAR9-0910"
"NRS_WA-10356","2013-14","24423157","WAS9-0923"
"NRS_WA-10358","2013-14","24383825","WAS9-0924"
"NRS_WA-10360","2013-14","23860765","WAS9-0925"
"NRS_WA-10365","2013-14","23865698","WAS9-0927"
"NRS_WA-10381","2013-14","24282282","WALS-1067"
"NRS_WA-10382","2013-14","23844773","WALS-1068"
"NRS_WA-10383","2013-14","23031908","WALS-1069"
"NRS_WI-10071","2013-14","13412604","WIR9-0911"
"NRS_WI-10072","2013-14","13137685","WIS9-0926"
"NRS_WI-10074","2013-14","13296190","WIR9-0912"
"NRS_WA-10395","2013-14","23475318","WARM-1008"
"NRS_WA-10397","2013-14","947030118","WARO-1038"
"NRS_WA-10398","2013-14","24270464","WARO-1039"
"NRS_WA-10399","2013-14","23053043","WARO-1040"
"NRS_WA-10400","2013-14","23981225","WARO-1041"
"NRS_WA-10402","2013-14","24270370","WARO-1043"
"NRS_WA-10403","2013-14","23470810","WARO-1044"
"NRS_WA-10404","2013-14","23040937","WASS-1133"
"NRS_WA-10405","2013-14","24425271","WASS-1134"
"NRS_WA-10407","2013-14","23997798","WASS-1136"
"NRS_WA-10410","2013-14","23102054","WASS-1139"
"NRS_WA-10411","2013-14","23866160","WASS-1140"
"NRS_WI-10076","2013-14","14709954","WIR9-0914"
"NRS_WI-10077","2013-14","13106121","WIS9-0927"
"NRS_WI-10078","2013-14","6810610","WIR9-0915"
"NRS_WI-10079","2013-14","13208894","WIR9-0916"
"NRS_WI-10080","2013-14","14728678","WIR9-0917"
"NRS_WI-10081","2013-14","13085653","WIR9-0918"
"NRS_WI-10083","2013-14","13330932","WIR9-0919"
"NRS_WI-10087","2013-14","6847893","WIS9-0928"
"NRS_WI-10088","2013-14","13133075","WIS9-0929"
"NRS_WI-10090","2013-14","13638525","WIS9-0930"
"NRS_WI-10091","2013-14","13633699","WIS9-0931"
"NRS_WI-10093","2013-14","2649208","WIS9-0932"
"NRS_WA-10416","2013-14","24126623","WASS-1145"
"NRS_WA-10417","2013-14","23032976","WASS-1146"
"NRS_WI-10051","2013-14","1875011","WIR9-0901"
"NRS_WI-10052","2013-14","14717012","WIR9-0902"
"NRS_WI-10055","2013-14","13626319","WIS9-0923"
"NRS_WI-10056","2013-14","14707622","WIS9-0924"
"NRS_WI-10059","2013-14","13357546","WIR9-0903"
"NRS_WI-10060","2013-14","13634077","WIR9-0904"
"NRS_WI-10063","2013-14","2456568","WIR9-0906"
"NRS_WI-10064","2013-14","14732254","WIR9-0907"
"NRS_WI-10068","2013-14","13624709","WIS9-0925"
"NRS_WI-10094","2013-14","2455266","WIS9-0933"
"NRS_WI-10095","2013-14","13096776","WIS9-0934"
"NRS_WI-10098","2013-14","2268185","WIS9-0935"
"NRS_WI-10099","2013-14","1798965","WIS9-0936"
"NRS_WI-10120","2013-14","1814539","WILS-1086"
"NRS_WI-10121","2013-14","14708686","WILS-1087"
"NRS_WI-10122","2013-14","14768570","WILS-1088"
"NRS_WI-10123","2013-14","13082103","WILS-1089"
"NRS_WI-10124","2013-14","13106099","WILS-1090"
"NRS_WI-10126","2013-14","14727990","WILS-1092"
"NRS_WI-10127","2013-14","2268557","WILS-1093"
"NRS_WI-10069","2013-14","1814823","WIR9-0909"
"NRS_WI-10137","2013-14","6843271","WIRO-1040"
"NRS_WI-10140","2013-14","6863679","WIRO-1043"
"NRS_WI-10143","2013-14","13083503","WIRO-1046"
"NRS_WI-10145","2013-14","13410452","WIRO-1048"
"NRS_WI-10148","2013-14","6819026","WIRO-1051"
"NRS_WI-10151","2013-14","2118438","WIRO-1054"
"NRS_WI-10152","2013-14","13138227","WIRO-1055"
"NRS_WI-10155","2013-14","1852353","WIRO-1058"
"NRS_WI-10156","2013-14","13323776","WISS-1162"
"NRS_WI-10157","2013-14","1813151","WISS-1163"
"NRS_WI-10158","2013-14","13085433","WISS-1164"
"NRS_WI-10128","2013-14","13397425","WIRM-1001"
"NRS_WI-10129","2013-14","13109287","WIRM-1002"
"NRS_WI-10130","2013-14","14705260","WIRM-1003"
"NRS_WI-10131","2013-14","14709942","WIRM-1004"
"NRS_WI-10132","2013-14","14732296","WIRM-1005"
"NRS_WI-10133","2013-14","13297300","WIRM-1006"
"NRS_WV-10062","2013-14","4546082","WVSS-1046"
"NRS_WV-10063","2013-14","3773947","WVSS-1047"
"NRS_WY-10315","2013-14","22107445","WYR9-0901"
"NRS_WY-10319","2013-14","3387233","WYR9-0902"
"NRS_WY-10320","2013-14","12795847","WYR9-0903"
"NRS_WY-10321","2013-14","5366525","WYR9-0904"
"NRS_WI-10159","2013-14","6809786","WISS-1165"
"NRS_WI-10160","2013-14","13411586","WISS-1166"
"NRS_WI-10162","2013-14","9036375","WISS-1168"
"NRS_WV-10017","2013-14","435500","WVR9-0901"
"NRS_WV-10019","2013-14","19455269","WVR9-0903"
"NRS_WV-10020","2013-14","19321367","WVR9-0904"
"NRS_WV-10021","2013-14","19293142","WVR9-0905"
"NRS_WV-10028","2013-14","12104406","WVS9-0923"
"NRS_WV-10031","2013-14","8432132","WVS9-0924"
"NRS_WV-10036","2013-14","19416715","WVS9-0925"
"NRS_WV-10037","2013-14","3370218","WVS9-0926"
"NRS_WY-10325","2013-14","9573743","WYR9-0905"
"NRS_WY-10329","2013-14","5424215","WYR9-0907"
"NRS_WY-10330","2013-14","18276277","WYS9-0924"
"NRS_WY-10333","2013-14","5377694","WYR9-0908"
"NRS_WY-10337","2013-14","9593514","WYR9-0909"
"NRS_WY-10338","2013-14","22115579","WYR9-0910"
"NRS_WY-10339","2013-14","18314536","WYR9-0911"
"NRS_WY-10340","2013-14","5372569","WYS9-0926"
"NRS_WY-10342","2013-14","17483621","WYR9-0913"
"NRS_WY-10343","2013-14","24432257","WYS9-0927"
"NRS_WY-10344","2013-14","197391","WYR9-0914"
"NRS_WV-10052","2013-14","8433154","WVLS-1019"
"NRS_WV-10053","2013-14","4548556","WVLS-1020"
"NRS_WV-10054","2013-14","8445112","WVRM-1001"
"NRS_WV-10055","2013-14","6919900","WVRO-1007"
"NRS_WV-10056","2013-14","19418347","WVRO-1008"
"NRS_WV-10057","2013-14","19292832","WVSS-1041"
"NRS_WV-10058","2013-14","19320787","WVSS-1042"
"NRS_WV-10059","2013-14","19454971","WVSS-1043"
"NRS_WV-10060","2013-14","12103916","WVSS-1044"
"NRS_WV-10061","2013-14","6928194","WVSS-1045"
"NRS_WY-10391","2013-14","23131092","WYLS-1094"
"NRS_WY-10345","2013-14","9388471","WYR9-0915"
"NRS_WY-10350","2013-14","17495693","WYS9-0928"
"NRS_WY-10351","2013-14","18348219","WYS9-0929"
"NRS_WY-10353","2013-14","10907263","WYS9-0930"
"NRS_WY-10354","2013-14","15961724","WYS9-0931"
"NRS_WY-10355","2013-14","15950196","WYS9-0932"
"NRS_WY-10356","2013-14","12841854","WYS9-0933"
"NRS_WY-10360","2013-14","5358816","WYS9-0934"
"NRS_WY-10369","2013-14","9799436","WYS9-0935"
"NRS_WY-10372","2013-14","22108593","WYS9-0936"
"NRS_WY-10373","2013-14","5372841","WYS9-0937"
"NRS_WY-10374","2013-14","12897042","WYS9-0938"
"NRS_WY-10394","2013-14","5372715","WYLS-1097"
"NRS_WY-10399","2013-14","5380340","WYLS-1102"
"NRS_WY-10401","2013-14","15968121","WYLS-1104"
"NRS_WY-10403","2013-14","4428877","WYLS-1106"
"NRS_WY-10405","2013-14","17495937","WYLS-1108"
"NRS_WY-10408","2013-14","18315748","WYRM-1003"
"NRS_WY-10409","2013-14","22095287","WYRM-1004"
"NRS_WY-10411","2013-14","22107493","WYRM-1006"
"NRS_WY-10413","2013-14","22091875","WYRM-1008"
"NRS_WY-10415","2013-14","12845382","WYRM-1010"
"NRS_WY-10417","2013-14","9573185","WYRO-1032"
"NRS_WY-10419","2013-14","18276335","WYRO-1034"
"NRS_WY-10382","2013-14","5479033","WYLS-1085"
"NRS_WY-10384","2013-14","24432493","WYLS-1087"
"NRS_WY-10385","2013-14","15968461","WYLS-1088"
"NRS_WY-10388","2013-14","24432227","WYLS-1091"
"NRS_WY-10424","2013-14","4428743","WYRO-1039"
"NRS_WY-10427","2013-14","18302488","WYRO-1042"
"NRS_WY-10428","2013-14","5377882","WYRO-1043"
"NRS_WY-10429","2013-14","18351849","WYRO-1044"
"NRS_WY-10432","2013-14","2967198","WYSS-1197"
"NRS_WY-10436","2013-14","23134943","WYSS-1201"
"NRS_WY-10439","2013-14","18329668","WYSS-1204"
"NRS_WY-10421","2013-14","10902959","WYRO-1036"
"NRS_WY-10422","2013-14","12816115","WYRO-1037"
"NRS_WY-10423","2013-14","15950892","WYRO-1038"
"NRS_AL-10087","2013-14","19618788","ALRF-0001"
"NRS_AL-10088","2013-14","21655990","ALRF-0002"
"NRS_AL-10089","2013-14","18671468","ALRF-0003"
"NRS_AL-10090","2013-14","18519555","ALRF-0004"
"NRS_CO-10358","2013-14","1234509","CORF-0001"
"NRS_CO-10359","2013-14","1254232","CORF-0002"
"NRS_CO-10360","2013-14","3231845","CORF-0003"
"NRS_CO-10361","2013-14","1254054","CORF-0004"
"NRS_WY-10441","2013-14","2874983","WYSS-1206"
"NRS_WY-10444","2013-14","17482319","WYSS-1209"
"NRS_WY-10445","2013-14","3194360","WYSS-1210"
"NRS_WY-10447","2013-14","12803338","WYSS-1212"
"NRS_WY-10448","2013-14","4269868","WYSS-1213"
"NRS_GA-10148","2013-14","6471862","GARF-0002"
"NRS_GA-10149","2013-14","6267820","GARF-0003"
"NRS_GA-10150","2013-14","20152201","SCRF-0002"
"NRS_IA-10130","2013-14","6978836","IARF-0001"
"NRS_IA-10131","2013-14","6620226","IARF-0002"
"NRS_IA-10132","2013-14","6946384","IARF-0003"
"NRS_IA-10133","2013-14","2166189","IARF-0004"
"NRS_CO-10362","2013-14","3232013","CORF-0005"
"NRS_CT-10109","2013-14","6109107","CTRF-0001"
"NRS_FL-10184","2013-14","18257479","FLRF-0001"
"NRS_GA-10147","2013-14","6497212","GARF-0001"
"NRS_IN-10079","2013-14","18461740","INRF-0002"
"NRS_KS-10187","2013-14","21517040","KSRF-0001"
"NRS_KS-10188","2013-14","21515712","KSRF-0002"
"NRS_KS-10189","2013-14","20906127","KSRF-0003"
"NRS_KS-10190","2013-14","18841300","KSRF-0004"
"NRS_KS-10191","2013-14","11700806","KSRF-0005"
"NRS_KS-10192","2013-14","3640646","KSRF-0006"
"NRS_KS-10193","2013-14","3729225","KSRF-0007"
"NRS_IA-10134","2013-14","5136643","IARF-0005"
"NRS_ID-10379","2013-14","23588550","IDRF-0101"
"NRS_ID-10380","2013-14","24460104","IDRF-0102"
"NRS_ID-10381","2013-14","23267352","IDRF-0103"
"NRS_ID-10382","2013-14","23233133","IDRF-0104"
"NRS_ID-10383","2013-14","23386799","IDRF-0105"
"NRS_IL-10116","2013-14","11868270","ILRF-0001"
"NRS_IL-10117","2013-14","10285898","ILRF-0002"
"NRS_IL-10118","2013-14","10080598","ILRF-0003"
"NRS_IL-10119","2013-14","10337828","ILSS-1169"
"NRS_IN-10078","2013-14","18450053","INRF-0001"
"NRS_KS-10194","2013-14","5057165","MORF-0001"
"NRS_KY-10096","2013-14","11622202","KYLS-1062"
"NRS_KY-10097","2013-14","505098","KYRF-0001"
"NRS_KY-10098","2013-14","11621252","KYRF-0002"
"NRS_LA-10202","2013-14","18974825","LARF-0001"
"NRS_LA-10203","2013-14","15083581","LARF-0002"
"NRS_ME-10306","2013-14","3323202","MERF-0001"
"NRS_ME-10307","2013-14","3320216","MERF-0002"
"NRS_ME-10308","2013-14","719162","MERF-0003"
"NRS_MO-10129","2013-14","2333153","MORF-0004"
"NRS_MO-10130","2013-14","5814271","MORF-0005"
"NRS_MO-10131","2013-14","7446463","MORF-0006"
"NRS_MO-10132","2013-14","7571117","MORF-0007"
"NRS_MO-10133","2013-14","7651643","MORF-0008"
"NRS_MO-10134","2013-14","5109024","MORF-0009"
"NRS_MO-10135","2013-14","7005664","MORF-0010"
"NRS_MO-10136","2013-14","5157321","MORF-0011"
"NRS_MO-10137","2013-14","5165799","MORF-0012"
"NRS_MO-10138","2013-14","6010694","MORO-1055"
"NRS_MS-10147","2013-14","19110480","MSRF-0001"
"NRS_MS-10148","2013-14","15783434","MSRF-0002"
"NRS_MS-10149","2013-14","15739485","MSRF-0003"
"NRS_MS-10150","2013-14","19110518","MSRF-0004"
"NRS_ME-10309","2013-14","805465","MERF-0004"
"NRS_ME-10310","2013-14","1713102","MERF-0005"
"NRS_ME-10311","2013-14","1711504","MERF-0006"
"NRS_MI-10120","2013-14","6848543","MIRF-0001"
"NRS_MI-10121","2013-14","12121694","MIRF-0002"
"NRS_MI-10122","2013-14","904060095","MIRF-0003"
"NRS_MI-10123","2013-14","12952968","MIRF-0004"
"NRS_MI-10124","2013-14","12134842","MIRF-0005"
"NRS_MN-10162","2013-14","4138000","MNLS-1105"
"NRS_MN-10163","2013-14","7110661","MNRF-0001"
"NRS_MN-10164","2013-14","2461733","MNRF-0002"
"NRS_MN-10165","2013-14","22193032","MNRF-0003"
"NRS_MT-10477","2013-14","12913633","MTLS-1164"
"NRS_MT-10478","2013-14","9305750","MTLS-1189"
"NRS_MT-10479","2013-14","4369500","MTRF-0004"
"NRS_MT-10480","2013-14","22949817","MTRF-0005"
"NRS_MT-10481","2013-14","12463086","MTRF-0007"
"NRS_MT-10482","2013-14","13257603","MTRF-0008"
"NRS_MT-10483","2013-14","22957319","MTRF-0102"
"NRS_MT-10484","2013-14","22965716","MTRF-0103"
"NRS_MT-10485","2013-14","24349992","MTRF-0105"
"NRS_MT-10486","2013-14","22912514","MTRF-0106"
"NRS_MT-10487","2013-14","12438415","MTRF-0107"
"NRS_MT-10488","2013-14","4224674","MTRF-0108"
"NRS_MN-10166","2013-14","1791105","MNRF-0004"
"NRS_MN-10167","2013-14","4946025","MNRF-0005"
"NRS_MN-10168","2013-14","22194260","MNRF-0006"
"NRS_MN-10169","2013-14","2637532","MNRF-0007"
"NRS_MN-10170","2013-14","4111644","MNRF-0008"
"NRS_MN-10171","2013-14","7105263","MNRF-0009"
"NRS_MN-10172","2013-14","7038073","MNRF-0010"
"NRS_MO-10127","2013-14","5157447","MORF-0002"
"NRS_MO-10128","2013-14","7519079","MORF-0003"
"NRS_ND-10418","2013-14","14415343","NDRF-0008"
"NRS_ND-10419","2013-14","5441900","NERF-0003"
"NRS_MT-10489","2013-14","12420845","MTRF-0109"
"NRS_MT-10490","2013-14","243696","MTRF-0110"
"NRS_MT-10491","2013-14","3056436","MTRF-0115"
"NRS_MT-10492","2013-14","3856355","MTRF-0116"
"NRS_MT-10493","2013-14","24727496","MTRF-0117"
"NRS_NC-10139","2013-14","9753448","NCRF-0001"
"NRS_NC-10140","2013-14","8679041","NCRF-0002"
"NRS_NC-10141","2013-14","9125908","NCRF-0003"
"NRS_NC-10142","2013-14","10511250","NCRF-0004"
"NRS_NC-10143","2013-14","10961022","NCRF-0005"
"NRS_ND-10416","2013-14","16224157","NDRF-0001"
"NRS_ND-10417","2013-14","9789690","NDRF-0002"
"NRS_NY-10149","2013-14","22307065","NYRF-0004"
"NRS_NY-10150","2013-14","15492990","NYRF-0005"
"NRS_NY-10151","2013-14","22297306","NYRF-0006"
"NRS_OH-10092","2013-14","3485741","OHRF-0001"
"NRS_OH-10093","2013-14","15604632","OHRF-0002"
"NRS_OH-10094","2013-14","3930910","OHRF-0003"
"NRS_OK-10161","2013-14","430440","OKRF-0001"
"NRS_OK-10162","2013-14","380740","OKRF-0002"
"NRS_OK-10163","2013-14","390116","OKRF-0003"
"NRS_OK-10164","2013-14","833478","OKRF-0004"
"NRS_OK-10165","2013-14","536075","OKRF-0005"
"NRS_NE-10152","2013-14","16101059","NERF-0001"
"NRS_NE-10153","2013-14","17391429","NERF-0002"
"NRS_NE-10154","2013-14","16100977","NERF-0004"
"NRS_NE-10155","2013-14","11759618","NERF-0005"
"NRS_NH-10118","2013-14","6764058","NHRF-0001"
"NRS_NH-10119","2013-14","9315981","NHRF-0002"
"NRS_NH-10120","2013-14","9311627","NHRF-0003"
"NRS_NH-10121","2013-14","4594437","NHRF-0004"
"NRS_NM-10150","2013-14","20024071","NMRF-0001"
"NRS_NM-10151","2013-14","13859134","NMRF-0002"
"NRS_NM-10152","2013-14","20050769","NMRF-0009"
"NRS_OK-10166","2013-14","19958232","OKRF-0008"
"NRS_OK-10167","2013-14","512939","OKRF-0101"
"NRS_OR-10600","2013-14","23872065","ORRF-0101"
"NRS_OR-10601","2013-14","23875681","ORRF-0102"
"NRS_OR-10602","2013-14","23751918","ORRF-0104"
"NRS_OR-10603","2013-14","23759230","ORRF-0105"
"NRS_OR-10604","2013-14","23763375","ORRF-0106"
"NRS_OR-10605","2013-14","23436991","ORRF-0107"
"NRS_OR-10606","2013-14","23670969","ORRF-0108"
"NRS_OR-10607","2013-14","23752476","ORRF-0109"
"NRS_OR-10608","2013-14","23413599","ORRF-0110"
"NRS_OR-10609","2013-14","23920620","ORRF-0113"
"NRS_NY-10146","2013-14","6185902","NYRF-0001"
"NRS_NY-10147","2013-14","3246788","NYRF-0002"
"NRS_NY-10148","2013-14","9527399","NYRF-0003"
"NRS_OR-10610","2013-14","23920580","ORRF-0115"
"NRS_OR-10611","2013-14","23437043","ORRF-0116"
"NRS_OR-10612","2013-14","23442233","ORRF-0118"
"NRS_OR-10613","2013-14","23413133","ORRF-0119"
"NRS_PA-10107","2013-14","9055077","PARF-0002"
"NRS_PA-10108","2013-14","10222246","PARF-0004"
"NRS_PA-10109","2013-14","3806223","PARF-0005"
"NRS_RI-10069","2013-14","6140070","RIRF-0001"
"NRS_TX-10278","2013-14","1453605","TXRF-0005"
"NRS_TX-10279","2013-14","13546725","TXRF-0006"
"NRS_TX-10280","2013-14","14033937","TXRF-0007"
"NRS_TX-10281","2013-14","5702269","TXRF-0008"
"NRS_TX-10282","2013-14","2578249","TXRF-0009"
"NRS_UT-10359","2013-14","14597511","UTRF-0001"
"NRS_UT-10360","2013-14","4900971","UTRF-0002"
"NRS_UT-10361","2013-14","3379515","UTRF-0003"
"NRS_UT-10362","2013-14","10395905","UTRF-0004"
"NRS_VA-10131","2013-14","8724117","VARF-0002"
"NRS_VA-10132","2013-14","8538335","VARF-0004"
"NRS_VA-10133","2013-14","8524185","VARF-0005"
"NRS_SC-10078","2013-14","20168906","SCRF-0001"
"NRS_SD-10437","2013-14","4081850","SDRF-0001"
"NRS_SD-10438","2013-14","14490688","SDRF-0002"
"NRS_SD-10439","2013-14","16156778","SDRF-0003"
"NRS_SD-10440","2013-14","16073406","SDRF-0004"
"NRS_TX-10274","2013-14","1520241","TXRF-0001"
"NRS_TX-10275","2013-14","10655637","TXRF-0002"
"NRS_TX-10276","2013-14","5511974","TXRF-0003"
"NRS_TX-10277","2013-14","5785441","TXRF-0004"
"NRS_WA-10422","2013-14","23980481","WARF-0103"
"NRS_WA-10423","2013-14","23980883","WARF-0104"
"NRS_VA-10134","2013-14","8476932","VARF-0007"
"NRS_VA-10135","2013-14","8493166","VARF-0008"
