"UNIQUE_ID","DSGN_CYCLE","COMID","SITE_ID"
"NRS_TN-10088","2008-09","14207084","FW08TN044"
"NRS_TN-10090","2008-09","7470416","FW08TN049"
"NRS_TN-10062","2008-09","19488822","FW08TN015"
"NRS_TN-10063","2008-09","14076988","FW08TN016"
"NRS_TN-10064","2008-09","7470394","FW08TN017"
"NRS_TN-10092","2008-09","22541202","FW08TN051"
"NRS_TN-10094","2008-09","7482606","FW08TN068"
"NRS_TN-10095","2008-09","7470320","FW08TN081"
"NRS_TN-10096","2008-09","7474808","FW08TN085"
"NRS_TN-10097","2008-09","7471678","FW08TN097"
"NRS_TN-10098","2008-09","7471668","FW08TN177"
"NRS_TN-10099","2008-09","7474818","FW08TN261"
"NRS_TN-10100","2008-09","7474854","FW08TN285"
"NRS_TX-10054","2008-09","1157301","FW08TX006"
"NRS_TX-10058","2008-09","1479409","FW08TX009"
"NRS_TX-10059","2008-09","5523904","FW08TX017"
"NRS_TX-10065","2008-09","5290219","FW08TX005"
"NRS_TX-10073","2008-09","1490758","FW08TX013"
"NRS_TX-10079","2008-09","19969876","FW08TX012"
"NRS_TX-10084","2008-09","1278566","FW08TX002"
"NRS_TX-10088","2008-09","625844","FW08TX022"
"NRS_TX-10089","2008-09","285292","FW08TX023"
"NRS_TX-10091","2008-09","1440185","FW08TX025"
"NRS_TX-10094","2008-09","1285939","FW08TX028"
"NRS_TX-10096","2008-09","626188","FW08TX030"
"NRS_TX-10097","2008-09","5588722","FW08TX031"
"NRS_TX-10098","2008-09","3134061","FW08TX032"
"NRS_TX-10099","2008-09","19971210","FW08TX033"
"NRS_TX-10101","2008-09","1623295","FW08TX035"
"NRS_TX-10103","2008-09","1487834","FW08TX037"
"NRS_TX-10104","2008-09","338145","FW08TX038"
"NRS_TX-10108","2008-09","3168810","FW08TX042"
"NRS_TX-10109","2008-09","10836112","FW08TX043"
"NRS_TX-10111","2008-09","5278682","FW08TX045"
"NRS_TX-10112","2008-09","3211095","FW08TX046"
"NRS_TX-10113","2008-09","5574915","FW08TX047"
"NRS_TX-10010","2008-09","2578249","FW08TX014"
"NRS_TX-10013","2008-09","1492208","FW08TX001"
"NRS_TX-10016","2008-09","5778961","FW08TX010"
"NRS_TX-10019","2008-09","1015993","FW08TX011"
"NRS_TX-10030","2008-09","1165033","FW08TX019"
"NRS_TX-10033","2008-09","5785441","FW08TX003"
"NRS_TX-10040","2008-09","5507060","FW08TX015"
"NRS_TX-10051","2008-09","5511974","FW08TX004"
"NRS_TX-10129","2008-09","5578889","FW08TX063"
"NRS_TX-10130","2008-09","5489885","FW08TX064"
"NRS_TX-10131","2008-09","19981742","FW08TX065"
"NRS_TX-10132","2008-09","7872249","FW08TX066"
"NRS_TX-10116","2008-09","319389","FW08TX050"
"NRS_TX-10118","2008-09","13955119","FW08TX052"
"NRS_TX-10119","2008-09","4452826","FW08TX053"
"NRS_TX-10121","2008-09","5654694","FW08TX055"
"NRS_TX-10123","2008-09","8330778","FW08TX057"
"NRS_TX-10124","2008-09","10893209","FW08TX058"
"NRS_TX-10125","2008-09","5513784","FW08TX059"
"NRS_TX-10127","2008-09","1128303","FW08TX061"
"NRS_TX-10128","2008-09","267835","FW08TX062"
"NRS_UT-10056","2008-09","14597511","FW08UT003"
"NRS_UT-10063","2008-09","10092650","FW08UT013"
"NRS_TX-10133","2008-09","5753572","FW08TX067"
"NRS_TX-10134","2008-09","5714811","FW08TX068"
"NRS_TX-10140","2008-09","5757682","FW08TX088"
"NRS_TX-10145","2008-09","5670977","FW08TX104"
"NRS_TX-10151","2008-09","9355546","FW08TX118"
"NRS_TX-10152","2008-09","5656286","FW08TX119"
"NRS_TX-10154","2008-09","1293160","FW08TX124"
"NRS_TX-10163","2008-09","1276500","FW08TX156"
"NRS_TX-10166","2008-09","1077709","FW08TX165"
"NRS_TX-10168","2008-09","13733788","FW08TX168"
"NRS_TX-10170","2008-09","1270480","FW08TX172"
"NRS_UT-10118","2008-09","4876421","FW08UT010"
"NRS_UT-10119","2008-09","3507383","FW08UT007"
"NRS_UT-10120","2008-09","10272784","FW08UT001"
"NRS_UT-10122","2008-09","10023464","FW08UT009"
"NRS_UT-10144","2008-09","10682472","FW08UT004"
"NRS_UT-10149","2008-09","4900971","FW08UT005"
"NRS_UT-10150","2008-09","23176941","FW08UT011"
"NRS_UT-10241","2008-09","1400514","FW08UT014"
"NRS_UT-10242","2008-09","4877993","FW08UT015"
"NRS_UT-10243","2008-09","7880802","FW08UT016"
"NRS_UT-10247","2008-09","10092062","FW08UT020"
"NRS_UT-10248","2008-09","10807861","FW08UT021"
"NRS_UT-10014","2008-09","3199234","FW08UT008"
"NRS_UT-10018","2008-09","10807265","FW08UT012"
"NRS_UT-10253","2008-09","3910469","FW08UT026"
"NRS_UT-10254","2008-09","3278085","FW08UT027"
"NRS_UT-10255","2008-09","666156","FW08UT028"
"NRS_UT-10256","2008-09","1200162","FW08UT029"
"NRS_UT-10257","2008-09","1400472","FW08UT030"
"NRS_UT-10258","2008-09","11966625","FW08UT031"
"NRS_UT-10259","2008-09","3199328","FW08UT032"
"NRS_UT-10260","2008-09","18264667","FW08UT033"
"NRS_UT-10262","2008-09","3906449","FW08UT035"
"NRS_UT-10264","2008-09","3507949","FW08UT037"
"NRS_UT-10249","2008-09","2521584","FW08UT022"
"NRS_UT-10250","2008-09","3380831","FW08UT023"
"NRS_UT-10278","2008-09","4902157","FW08UT051"
"NRS_UT-10280","2008-09","10806051","FW08UT053"
"NRS_UT-10281","2008-09","3379071","FW08UT054"
"NRS_UT-10282","2008-09","4931322","FW08UT055"
"NRS_UT-10285","2008-09","3910709","FW08UT058"
"NRS_UT-10286","2008-09","1169814","FW08UT059"
"NRS_UT-10287","2008-09","1374240","FW08UT060"
"NRS_UT-10288","2008-09","3504569","FW08UT061"
"NRS_UT-10291","2008-09","10276016","FW08UT064"
"NRS_UT-10292","2008-09","3277705","FW08UT067"
"NRS_UT-10266","2008-09","4884949","FW08UT039"
"NRS_UT-10268","2008-09","10024662","FW08UT041"
"NRS_UT-10269","2008-09","4931298","FW08UT042"
"NRS_UT-10273","2008-09","1385488","FW08UT046"
"NRS_UT-10274","2008-09","3897409","FW08UT047"
"NRS_UT-10276","2008-09","18266967","FW08UT049"
"NRS_VA-10019","2008-09","8539107","FW08VA001"
"NRS_VA-10024","2008-09","8538335","FW08VA002"
"NRS_VA-10030","2008-09","8546607","FW08VA007"
"NRS_VA-10039","2008-09","8490226","FW08VA010"
"NRS_VA-10045","2008-09","8572603","FW08VA008"
"NRS_UT-10293","2008-09","3378761","FW08UT070"
"NRS_UT-10295","2008-09","1392379","FW08UT076"
"NRS_UT-10298","2008-09","7882406","FW08UT080"
"NRS_UT-10303","2008-09","20705331","FW08UT097"
"NRS_UT-10304","2008-09","3906307","FW08UT099"
"NRS_UT-10306","2008-09","7888118","FW08UT112"
"NRS_VA-10008","2008-09","1088089","FW08VA006"
"NRS_VA-10090","2008-09","6884076","FW08VA025"
"NRS_VA-10091","2008-09","8550019","FW08VA026"
"NRS_VA-10095","2008-09","6910095","FW08VA030"
"NRS_VA-10096","2008-09","8476388","FW08VA031"
"NRS_VA-10097","2008-09","8724117","FW08VA032"
"NRS_VA-10098","2008-09","8673555","FW08VA033"
"NRS_VA-10099","2008-09","8520617","FW08VA034"
"NRS_VA-10100","2008-09","8476924","FW08VA035"
"NRS_VA-10101","2008-09","8693267","FW08VA036"
"NRS_VA-10102","2008-09","6908415","FW08VA037"
"NRS_VA-10103","2008-09","8626169","FW08VA038"
"NRS_VA-10104","2008-09","8575561","FW08VA039"
"NRS_VA-10105","2008-09","4506078","FW08VA040"
"NRS_VA-10106","2008-09","14640675","FW08VA041"
"NRS_VA-10107","2008-09","8625173","FW08VA042"
"NRS_VA-10109","2008-09","10065867","FW08VA044"
"NRS_VA-10047","2008-09","8671625","FW08VA004"
"NRS_VA-10066","2008-09","8743673","FW08VA003"
"NRS_VA-10067","2008-09","8526555","FW08VA005"
"NRS_VA-10074","2008-09","8549713","FW08VA009"
"NRS_VA-10079","2008-09","14640373","FW08VA014"
"NRS_VA-10082","2008-09","8711895","FW08VA017"
"NRS_VA-10083","2008-09","6907937","FW08VA018"
"NRS_VA-10084","2008-09","8467041","FW08VA019"
"NRS_VA-10085","2008-09","8710665","FW08VA020"
"NRS_VA-10086","2008-09","9244000","FW08VA021"
"NRS_VA-10087","2008-09","5908303","FW08VA022"
"NRS_VA-10110","2008-09","8649760","FW08VA045"
"NRS_VA-10111","2008-09","6888570","FW08VA046"
"NRS_VA-10112","2008-09","8568309","FW08VA047"
"NRS_VA-10113","2008-09","8744415","FW08VA048"
"NRS_VT-10090","2008-09","4590501","FW08VT002"
"NRS_VT-10091","2008-09","4599835","FW08VT004"
"NRS_VT-10093","2008-09","4577592","FW08VT001"
"NRS_VT-10095","2008-09","6083515","FW08VT003"
"NRS_VT-10096","2008-09","4577670","FW08VT005"
"NRS_VT-10098","2008-09","9332550","FW08VT006"
"NRS_VT-10099","2008-09","6083645","FW08VT007"
"NRS_VA-10088","2008-09","8551281","FW08VA023"
"NRS_VT-10105","2008-09","6084609","FW08VT013"
"NRS_VT-10106","2008-09","4578848","FW08VT014"
"NRS_VT-10107","2008-09","22220811","FW08VT015"
"NRS_VT-10108","2008-09","6086593","FW08VT016"
"NRS_VT-10109","2008-09","4592789","FW08VT017"
"NRS_VT-10110","2008-09","4578132","FW08VT018"
"NRS_VT-10111","2008-09","4590283","FW08VT019"
"NRS_VT-10112","2008-09","4573941","FW08VT020"
"NRS_VT-10113","2008-09","4571103","FW08VT021"
"NRS_VT-10114","2008-09","10103928","FW08VT022"
"NRS_VT-10116","2008-09","10102544","FW08VT024"
"NRS_VT-10100","2008-09","10102618","FW08VT008"
"NRS_VT-10101","2008-09","6084477","FW08VT009"
"NRS_VT-10102","2008-09","10294286","FW08VT010"
"NRS_VT-10103","2008-09","4578832","FW08VT011"
"NRS_VT-10104","2008-09","6090151","FW08VT012"
"NRS_WA-10319","2008-09","24505412","FW08WA009"
"NRS_WA-10320","2008-09","23990765","FW08WA010"
"NRS_WA-10325","2008-09","24120694","FW08WA015"
"NRS_WA-10326","2008-09","24232992","FW08WA016"
"NRS_WA-10327","2008-09","24270440","FW08WA017"
"NRS_WA-10328","2008-09","23099900","FW08WA018"
"NRS_VT-10117","2008-09","6084005","FW08VT025"
"NRS_WA-10004","2008-09","23053605","FW08WA001"
"NRS_WA-10152","2008-09","24242137","FW08WA005"
"NRS_WA-10164","2008-09","23074337","FW08WA006"
"NRS_WA-10195","2008-09","23982189","FW08WA004"
"NRS_WA-10206","2008-09","23081422","FW08WA007"
"NRS_WA-10346","2008-09","23449543","FW08WA036"
"NRS_WA-10347","2008-09","24249204","FW08WA037"
"NRS_WA-10350","2008-09","947010233","FW08WA040"
"NRS_WA-10351","2008-09","24520492","FW08WA041"
"NRS_WA-10354","2008-09","23099768","FW08WA044"
"NRS_WA-10356","2008-09","24423157","FW08WA046"
"NRS_WA-10330","2008-09","23638212","FW08WA020"
"NRS_WA-10331","2008-09","23744510","FW08WA021"
"NRS_WA-10332","2008-09","23963105","FW08WA022"
"NRS_WA-10336","2008-09","23865256","FW08WA026"
"NRS_WA-10338","2008-09","23095874","FW08WA028"
"NRS_WA-10339","2008-09","23963013","FW08WA029"
"NRS_WA-10340","2008-09","24520650","FW08WA030"
"NRS_WA-10341","2008-09","24256029","FW08WA031"
"NRS_WA-10342","2008-09","23099594","FW08WA032"
"NRS_WA-10343","2008-09","23970181","FW08WA033"
"NRS_WA-10345","2008-09","24382869","FW08WA035"
"NRS_WI-10009","2008-09","13098350","FW08WI012"
"NRS_WA-10358","2008-09","24383825","FW08WA051"
"NRS_WA-10360","2008-09","23860765","FW08WA058"
"NRS_WA-10362","2008-09","24125883","FW08WA066"
"NRS_WA-10365","2008-09","23865698","FW08WA078"
"NRS_WA-10368","2008-09","23637954","FW08WA084"
"NRS_WA-10371","2008-09","23844813","FW08WA109"
"NRS_WA-10374","2008-09","24115801","FW08WA120"
"NRS_WA-10376","2008-09","23857013","FW08WA122"
"NRS_WA-10377","2008-09","23033060","FW08WA123"
"NRS_WI-10008","2008-09","14702626","FW08WI017"
"NRS_WI-10042","2008-09","9034609","FW08WI010"
"NRS_WI-10043","2008-09","13133941","FW08WI001"
"NRS_WI-10011","2008-09","14709602","FW08WI005"
"NRS_WI-10012","2008-09","1798349","FW08WI014"
"NRS_WI-10013","2008-09","13136851","FW08WI018"
"NRS_WI-10014","2008-09","14728444","FW08WI016"
"NRS_WI-10015","2008-09","6817998","FW08WI009"
"NRS_WI-10016","2008-09","14768166","FW08WI007"
"NRS_WI-10018","2008-09","12980205","FW08WI006"
"NRS_WI-10024","2008-09","2454082","FW08WI019"
"NRS_WI-10026","2008-09","13291194","FW08WI011"
"NRS_WI-10028","2008-09","13104315","FW08WI003"
"NRS_WI-10029","2008-09","14729764","FW08WI004"
"NRS_WI-10031","2008-09","13410120","FW08WI008"
"NRS_WI-10032","2008-09","13122026","FW08WI013"
"NRS_WI-10033","2008-09","1796805","FW08WI002"
"NRS_WI-10037","2008-09","13395797","FW08WI020"
"NRS_WI-10072","2008-09","13137685","FW08WI042"
"NRS_WI-10074","2008-09","13296190","FW08WI044"
"NRS_WI-10075","2008-09","2118038","FW08WI045"
"NRS_WI-10076","2008-09","14709954","FW08WI046"
"NRS_WI-10077","2008-09","13106121","FW08WI047"
"NRS_WI-10078","2008-09","6810610","FW08WI048"
"NRS_WI-10079","2008-09","13208894","FW08WI049"
"NRS_WI-10051","2008-09","1875011","FW08WI021"
"NRS_WI-10052","2008-09","14717012","FW08WI022"
"NRS_WI-10055","2008-09","13626319","FW08WI025"
"NRS_WI-10056","2008-09","14707622","FW08WI026"
"NRS_WI-10059","2008-09","13357546","FW08WI029"
"NRS_WI-10060","2008-09","13634077","FW08WI030"
"NRS_WI-10061","2008-09","13098604","FW08WI031"
"NRS_WI-10063","2008-09","2456568","FW08WI033"
"NRS_WI-10064","2008-09","14732254","FW08WI034"
"NRS_WI-10066","2008-09","9027987","FW08WI036"
"NRS_WI-10068","2008-09","13624709","FW08WI038"
"NRS_WI-10080","2008-09","14728678","FW08WI050"
"NRS_WI-10081","2008-09","13085653","FW08WI051"
"NRS_WI-10083","2008-09","13330932","FW08WI053"
"NRS_WI-10084","2008-09","13625743","FW08WI054"
"NRS_WI-10085","2008-09","1813331","FW08WI055"
"NRS_WI-10086","2008-09","6867993","FW08WI056"
"NRS_WI-10087","2008-09","6847893","FW08WI060"
"NRS_WI-10088","2008-09","13133075","FW08WI062"
"NRS_WI-10090","2008-09","13638525","FW08WI069"
"NRS_WI-10091","2008-09","13633699","FW08WI072"
"NRS_WI-10093","2008-09","2649208","FW08WI075"
"NRS_WI-10094","2008-09","2455266","FW08WI077"
"NRS_WI-10069","2008-09","1814823","FW08WI039"
"NRS_WI-10070","2008-09","13123024","FW08WI040"
"NRS_WI-10071","2008-09","13412604","FW08WI041"
"NRS_WV-10020","2008-09","19321367","FW08WV008"
"NRS_WV-10021","2008-09","19293142","FW08WV009"
"NRS_WV-10022","2008-09","15434062","FW08WV010"
"NRS_WV-10024","2008-09","19321977","FW08WV012"
"NRS_WV-10025","2008-09","6925255","FW08WV013"
"NRS_WV-10026","2008-09","19314616","FW08WV014"
"NRS_WV-10027","2008-09","8432342","FW08WV015"
"NRS_WV-10028","2008-09","12104406","FW08WV016"
"NRS_WV-10030","2008-09","3964502","FW08WV018"
"NRS_WI-10095","2008-09","13096776","FW08WI078"
"NRS_WI-10098","2008-09","2268185","FW08WI083"
"NRS_WI-10099","2008-09","1798965","FW08WI088"
"NRS_WI-10101","2008-09","14727088","FW08WI098"
"NRS_WI-10102","2008-09","9029455","FW08WI100"
"NRS_WI-10104","2008-09","13079955","FW08WI104"
"NRS_WV-10008","2008-09","19416969","FW08WV002"
"NRS_WV-10013","2008-09","8433546","FW08WV003"
"NRS_WV-10015","2008-09","3769456","FW08WV004"
"NRS_WV-10016","2008-09","4548968","FW08WV001"
"NRS_WV-10017","2008-09","435500","FW08WV005"
"NRS_WV-10018","2008-09","19414571","FW08WV006"
"NRS_WV-10019","2008-09","19455269","FW08WV007"
"NRS_WV-10040","2008-09","6934984","FW08WV028"
"NRS_WV-10041","2008-09","19314966","FW08WV029"
"NRS_WV-10042","2008-09","19443449","FW08WV030"
"NRS_WV-10043","2008-09","8420206","FW08WV031"
"NRS_WV-10044","2008-09","12107722","FW08WV032"
"NRS_WV-10045","2008-09","435346","FW08WV033"
"NRS_WV-10046","2008-09","15429832","FW08WV034"
"NRS_WV-10047","2008-09","8436674","FW08WV035"
"NRS_WV-10048","2008-09","19292644","FW08WV037"
"NRS_WY-10016","2008-09","3266040","FW08WY001"
"NRS_WV-10031","2008-09","8432132","FW08WV019"
"NRS_WV-10034","2008-09","19414149","FW08WV022"
"NRS_WV-10035","2008-09","15431946","FW08WV023"
"NRS_WV-10036","2008-09","19416715","FW08WV024"
"NRS_WV-10037","2008-09","3370218","FW08WV025"
"NRS_WV-10038","2008-09","19440531","FW08WV026"
"NRS_WV-10039","2008-09","3768860","FW08WV027"
"NRS_WY-10104","2008-09","12868037","FW08WY009"
"NRS_WY-10113","2008-09","3414090","FW08WY014"
"NRS_WY-10159","2008-09","12801564","FW08WY012"
"NRS_WY-10171","2008-09","10902785","FW08WY004"
"NRS_WY-10208","2008-09","15968351","FW08WY008"
"NRS_WY-10024","2008-09","5365599","FW08WY007"
"NRS_WY-10030","2008-09","5380432","FW08WY005"
"NRS_WY-10031","2008-09","9587898","FW08WY013"
"NRS_WY-10085","2008-09","24469910","FW08WY010"
"NRS_WY-10098","2008-09","12889889","FW08WY006"
"NRS_WY-10333","2008-09","5377694","FW08WY034"
"NRS_WY-10337","2008-09","9593514","FW08WY038"
"NRS_WY-10338","2008-09","22115579","FW08WY039"
"NRS_WY-10339","2008-09","18314536","FW08WY040"
"NRS_WY-10340","2008-09","5372569","FW08WY041"
"NRS_WY-10341","2008-09","10904471","FW08WY042"
"NRS_WY-10220","2008-09","17483639","FW08WY011"
"NRS_WY-10315","2008-09","22107445","FW08WY016"
"NRS_WY-10319","2008-09","3387233","FW08WY020"
"NRS_WY-10320","2008-09","12795847","FW08WY021"
"NRS_WY-10321","2008-09","5366525","FW08WY022"
"NRS_WY-10324","2008-09","5335753","FW08WY025"
"NRS_WY-10325","2008-09","9573743","FW08WY026"
"NRS_WY-10327","2008-09","18354397","FW08WY028"
"NRS_WY-10328","2008-09","12829436","FW08WY029"
"NRS_WY-10329","2008-09","5424215","FW08WY030"
"NRS_WY-10330","2008-09","18276277","FW08WY031"
"NRS_WY-10331","2008-09","5422423","FW08WY032"
"NRS_WY-10355","2008-09","15950196","FW08WY056"
"NRS_WY-10356","2008-09","12841854","FW08WY057"
"NRS_WY-10357","2008-09","5412291","FW08WY058"
"NRS_WY-10360","2008-09","5358816","FW08WY061"
"NRS_WY-10361","2008-09","9388321","FW08WY062"
"NRS_WY-10367","2008-09","18351851","FW08WY068"
"NRS_WY-10369","2008-09","9799436","FW08WY070"
"NRS_WY-10370","2008-09","24849765","FW08WY071"
"NRS_WY-10372","2008-09","22108593","FW08WY075"
"NRS_WY-10373","2008-09","5372841","FW08WY077"
"NRS_WY-10342","2008-09","17483621","FW08WY043"
"NRS_WY-10343","2008-09","24432257","FW08WY044"
"NRS_WY-10344","2008-09","197391","FW08WY045"
"NRS_WY-10345","2008-09","9388471","FW08WY046"
"NRS_WY-10346","2008-09","15981883","FW08WY047"
"NRS_WY-10349","2008-09","5377516","FW08WY050"
"NRS_WY-10350","2008-09","17495693","FW08WY051"
"NRS_WY-10351","2008-09","18348219","FW08WY052"
"NRS_WY-10353","2008-09","10907263","FW08WY054"
"NRS_WY-10354","2008-09","15961724","FW08WY055"
"NRS_WY-10379","2008-09","18353987","FW08WY092"
"NRS_AL-10062","2008-09","18671468","FW08RAL9016"
"NRS_WY-10374","2008-09","12897042","FW08WY081"
"NRS_WY-10375","2008-09","12794099","FW08WY085"
"NRS_WY-10376","2008-09","12803838","FW08WY089"
"NRS_WY-10377","2008-09","9799230","FW08WY090"
"NRS_FL-10108","2008-09","18257479","FW08RFL9013"
"NRS_FL-10109","2008-09","896515","FW08RFL9028"
"NRS_FL-10110","2008-09","2244411","FW08RFL9030"
"NRS_FL-10111","2008-09","2293018","FW08RFL9037"
"NRS_FL-10112","2008-09","16731076","FW08RFL9046"
"NRS_FL-10113","2008-09","10988927","FW08RFL9051"
"NRS_GA-10107","2008-09","6471862","FW08RGA9004"
"NRS_GA-10108","2008-09","6397363","FW08RGA9005"
"NRS_AL-10063","2008-09","2210614","FW08RAL9025"
"NRS_AL-10064","2008-09","18519555","FW08RAL9038"
"NRS_AL-10065","2008-09","21676928","FW08RAL9059"
"NRS_AL-10066","2008-09","18208384","FW08RAL9066"
"NRS_AZ-10613","2008-09","22428478","FW08RAZ9016"
"NRS_AZ-10614","2008-09","15895564","FW08RAZ9020"
"NRS_AZ-10615","2008-09","21327929","FW08RAZ9022"
"NRS_AZ-10616","2008-09","21397197","FW08RAZ9031"
"NRS_AZ-10617","2008-09","20691942","FW08RAZTRB01"
"NRS_CA-10891","2008-09","22227886","FW08RCA9002"
"NRS_CA-10892","2008-09","22226820","FW08RCA9003"
"NRS_GA-10109","2008-09","6399913","FW08RGA9006"
"NRS_GA-10110","2008-09","6267820","FW08RGA9007"
"NRS_IA-10101","2008-09","5136677","FW08RIA9037"
"NRS_IA-10102","2008-09","4997861","FW08RIA9038"
"NRS_IA-10103","2008-09","5104956","FW08RIA9060"
"NRS_IA-10104","2008-09","22256099","FW08RIA9106"
"NRS_IA-10105","2008-09","5121980","FW08RIA9107"
"NRS_ID-10252","2008-09","23573540","FW08RIDREF"
"NRS_IL-10072","2008-09","11866612","FW08RIL2AK07"
"NRS_IL-10073","2008-09","10422442","FW08RIL2CA08"
"NRS_IL-10074","2008-09","13585476","FW08RIL2DJE02"
"NRS_ME-10282","2008-09","1703614","FW08RME95"
"NRS_MI-10091","2008-09","12121292","FW08RMI9002"
"NRS_IL-10075","2008-09","5089716","FW08RIL2ICE01"
"NRS_IL-10076","2008-09","13439281","FW08RIL9002"
"NRS_IN-10053","2008-09","18450053","FW08RIN9035"
"NRS_IN-10054","2008-09","18464804","FW08RIN9046"
"NRS_KS-10088","2008-09","20906127","FW08RKS9002"
"NRS_KS-10089","2008-09","11700806","FW08RKS9003"
"NRS_KS-10090","2008-09","18841300","FW08RKS9777"
"NRS_KS-10091","2008-09","745529","FW08RKS9888"
"NRS_KS-10092","2008-09","3729225","FW08RKS9999"
"NRS_KY-10070","2008-09","435124","FW08RKY9007"
"NRS_KY-10071","2008-09","10186500","FW08RKY9056"
"NRS_KY-10072","2008-09","455266","FW08RKY9143"
"NRS_KY-10073","2008-09","10564488","FW08RKY9219"
"NRS_KY-10074","2008-09","11622426","FW08RKY9905"
"NRS_LA-10189","2008-09","15088127","FW08RLA900"
"NRS_MD-10043","2008-09","4533709","FW08RMD9052"
"NRS_ME-10278","2008-09","1032323","FW08RME91"
"NRS_ME-10279","2008-09","19334433","FW08RME92"
"NRS_ME-10280","2008-09","719190","FW08RME93"
"NRS_ME-10281","2008-09","805459","FW08RME94"
"NRS_MO-10082","2008-09","7571117","FW08RMO9100"
"NRS_MO-10083","2008-09","7650367","FW08RMO9101"
"NRS_MI-10092","2008-09","12134842","FW08RMI9004"
"NRS_MI-10093","2008-09","12116572","FW08RMI9105"
"NRS_MI-10094","2008-09","904060095","FW08RMI9106"
"NRS_MI-10095","2008-09","12952968","FW08RMI9110"
"NRS_MI-10096","2008-09","6848543","FW08RMI9201"
"NRS_MN-10120","2008-09","7057651","FW08RMN9018"
"NRS_MN-10121","2008-09","1772470","FW08RMN9038"
"NRS_MN-10122","2008-09","7038705","FW08RMN9064"
"NRS_MN-10123","2008-09","9398746","FW08RMN9075"
"NRS_MN-10124","2008-09","7105263","FW08RMN9083"
"NRS_MN-10125","2008-09","4798208","FW08RMN9087"
"NRS_MO-10084","2008-09","7518879","FW08RMO9102"
